subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Biden,2021-16-11,R,17.051527,78.611284,2021-16-11 08:58
Trump,2021-16-11,I,35.912502,57.484054,2021-16-11 08:58
Biden,2021-16-11,all,48.903377,45.098278,2021-16-11 08:58
Biden,2021-15-11,I,43.756599,47.885015,2021-16-11 08:58
Biden,2021-15-11,all,48.903377,45.098278,2021-16-11 08:58
Biden,2021-15-11,R,17.051527,78.611284,2021-16-11 08:58
Biden,2021-15-11,D,84.111512,12.204257,2021-16-11 08:58
Trump,2021-15-11,I,35.912502,57.484054,2021-16-11 08:58
Trump,2021-15-11,D,9.4143635,87.934516,2021-16-11 08:58
Trump,2021-15-11,all,38.940859,57.001143,2021-16-11 08:58
Trump,2021-15-11,R,76.792488,19.971529,2021-16-11 08:58
Trump,2021-14-11,all,38.940859,57.001143,2021-14-11 13:15
Biden,2021-14-11,R,17.189784,78.273915,2021-14-11 13:15
Trump,2021-14-11,R,76.792488,19.971529,2021-14-11 13:15
Biden,2021-14-11,all,48.903377,45.098278,2021-14-11 13:15
Biden,2021-14-11,I,43.735494,48.094697,2021-14-11 13:15
Trump,2021-14-11,D,9.4143635,87.934516,2021-14-11 13:15
Trump,2021-14-11,I,35.912502,57.484054,2021-14-11 13:15
Biden,2021-14-11,D,83.96101,12.186373,2021-14-11 13:15
Trump,2021-13-11,I,35.912502,57.484054,2021-14-11 13:15
Trump,2021-13-11,R,76.792488,19.971529,2021-14-11 13:15
Biden,2021-13-11,all,48.903377,45.098278,2021-14-11 13:15
Biden,2021-13-11,D,83.96101,12.186373,2021-14-11 13:15
Trump,2021-13-11,all,38.940859,57.001143,2021-14-11 13:15
Biden,2021-13-11,I,43.735494,48.094697,2021-14-11 13:15
Trump,2021-13-11,D,9.4143635,87.934516,2021-14-11 13:15
Biden,2021-13-11,R,17.189784,78.273915,2021-14-11 13:15
Biden,2021-12-11,D,83.988417,11.816463,2021-12-11 16:02
Trump,2021-12-11,D,9.4143635,87.934516,2021-12-11 16:02
Biden,2021-12-11,I,43.50906,47.386769,2021-12-11 16:02
Trump,2021-12-11,I,35.912502,57.484054,2021-12-11 16:02
Biden,2021-12-11,R,17.032909,78.036485,2021-12-11 16:02
Trump,2021-12-11,R,76.792488,19.971529,2021-12-11 16:02
Biden,2021-12-11,all,49.321854,44.29128,2021-12-11 16:02
Trump,2021-12-11,all,38.940859,57.001143,2021-12-11 16:02
Trump,2021-11-11,all,38.940859,57.001143,2021-12-11 08:38
Biden,2021-11-11,all,48.96645,44.498283,2021-12-11 08:38
Biden,2021-11-11,R,16.621764,78.196622,2021-12-11 08:38
Trump,2021-11-11,I,35.912502,57.484054,2021-12-11 08:38
Biden,2021-11-11,I,42.726246,47.850858,2021-12-11 08:38
Biden,2021-11-11,D,83.714715,11.868317,2021-12-11 08:38
Trump,2021-11-11,D,9.4143635,87.934516,2021-12-11 08:38
Trump,2021-11-11,R,76.792488,19.971529,2021-12-11 08:38
Biden,2021-10-11,D,83.714715,11.868317,2021-10-11 20:17
Trump,2021-10-11,D,9.4143635,87.934516,2021-10-11 20:17
Biden,2021-10-11,I,42.726246,47.850858,2021-10-11 20:17
Trump,2021-10-11,I,35.912502,57.484054,2021-10-11 20:17
Biden,2021-10-11,R,16.621764,78.196622,2021-10-11 20:17
Trump,2021-10-11,R,76.792488,19.971529,2021-10-11 20:17
Biden,2021-10-11,all,48.801309,44.534414,2021-10-11 20:17
Trump,2021-10-11,all,38.940859,57.001143,2021-10-11 20:17
Biden,2021-09-11,D,83.780909,11.659516,2021-09-11 21:47
Trump,2021-09-11,D,9.4143635,87.934516,2021-09-11 21:47
Biden,2021-09-11,I,41.849172,48.051068,2021-09-11 21:47
Trump,2021-09-11,I,35.912502,57.484054,2021-09-11 21:47
Biden,2021-09-11,R,16.648636,77.788487,2021-09-11 21:47
Trump,2021-09-11,R,76.792488,19.971529,2021-09-11 21:47
Biden,2021-09-11,all,48.583889,44.518759,2021-09-11 21:47
Trump,2021-09-11,all,38.940859,57.001143,2021-09-11 21:47
Biden,2021-08-11,D,83.780909,11.659516,2021-08-11 12:40
Trump,2021-08-11,D,9.4143635,87.934516,2021-08-11 12:40
Biden,2021-08-11,I,41.849172,48.051068,2021-08-11 12:40
Trump,2021-08-11,I,35.912502,57.484054,2021-08-11 12:40
Biden,2021-08-11,R,16.648636,77.788487,2021-08-11 12:40
Trump,2021-08-11,R,76.792488,19.971529,2021-08-11 12:40
Biden,2021-08-11,all,48.583889,44.518759,2021-08-11 12:40
Trump,2021-08-11,all,38.940859,57.001143,2021-08-11 12:40
Trump,2021-07-11,D,9.4143635,87.934516,2021-08-11 09:10
Biden,2021-07-11,D,84.215452,10.995523,2021-08-11 09:10
Trump,2021-07-11,all,38.940859,57.001143,2021-08-11 09:11
Biden,2021-07-11,R,17.610222,76.931206,2021-08-11 09:10
Trump,2021-07-11,I,35.912502,57.484054,2021-08-11 09:10
Trump,2021-07-11,R,76.792488,19.971529,2021-08-11 09:10
Biden,2021-07-11,all,49.203043,43.902644,2021-08-11 09:10
Biden,2021-07-11,I,41.714877,47.955869,2021-08-11 09:10
Trump,2021-06-11,I,35.912502,57.484054,2021-08-11 09:10
Biden,2021-06-11,R,17.610222,76.931206,2021-08-11 09:10
Biden,2021-06-11,all,49.203043,43.902644,2021-08-11 09:10
Trump,2021-06-11,D,9.4143635,87.934516,2021-08-11 09:10
Trump,2021-06-11,all,38.940859,57.001143,2021-08-11 09:11
Trump,2021-06-11,R,76.792488,19.971529,2021-08-11 09:10
Biden,2021-06-11,D,84.215452,10.995523,2021-08-11 09:10
Biden,2021-06-11,I,41.714877,47.955869,2021-08-11 09:10
Trump,2021-05-11,I,35.912502,57.484054,2021-08-11 09:10
Trump,2021-05-11,D,9.4143635,87.934516,2021-08-11 09:10
Trump,2021-05-11,R,76.792488,19.971529,2021-08-11 09:10
Trump,2021-05-11,all,38.940859,57.001143,2021-08-11 09:11
Biden,2021-05-11,R,17.610222,76.931206,2021-08-11 09:10
Biden,2021-05-11,I,41.714877,47.955869,2021-08-11 09:10
Biden,2021-05-11,all,49.203043,43.902644,2021-08-11 09:10
Biden,2021-04-11,D,84.312509,10.543166,2021-04-11 14:26
Trump,2021-04-11,D,9.4143635,87.934516,2021-04-11 14:26
Biden,2021-04-11,I,41.771921,48.273915,2021-04-11 14:26
Trump,2021-04-11,I,35.912502,57.484054,2021-04-11 14:26
Biden,2021-04-11,R,17.184574,77.550737,2021-04-11 14:26
Trump,2021-04-11,R,76.792488,19.971529,2021-04-11 14:26
Biden,2021-04-11,all,49.187862,43.923808,2021-04-11 14:26
Trump,2021-04-11,all,38.940859,57.001143,2021-04-11 14:26
Biden,2021-03-11,D,84.312509,10.543166,2021-03-11 14:30
Trump,2021-03-11,D,9.4143635,87.934516,2021-03-11 14:30
Biden,2021-03-11,I,41.771921,48.273915,2021-03-11 14:30
Trump,2021-03-11,I,35.912502,57.484054,2021-03-11 14:30
Biden,2021-03-11,R,17.184574,77.550737,2021-03-11 14:30
Trump,2021-03-11,R,76.792488,19.971529,2021-03-11 14:30
Biden,2021-03-11,all,49.187862,43.923808,2021-03-11 14:30
Trump,2021-03-11,all,38.940859,57.001143,2021-03-11 14:30
Biden,2021-02-11,D,83.783117,10.761655,2021-02-11 14:58
Trump,2021-02-11,D,9.4143635,87.934516,2021-02-11 14:58
Biden,2021-02-11,I,41.64524,47.594336,2021-02-11 14:58
Trump,2021-02-11,I,35.912502,57.484054,2021-02-11 14:58
Biden,2021-02-11,R,17.507029,76.756701,2021-02-11 14:58
Trump,2021-02-11,R,76.792488,19.971529,2021-02-11 14:58
Biden,2021-02-11,all,49.175948,43.671974,2021-02-11 14:58
Trump,2021-02-11,all,38.940859,57.001143,2021-02-11 14:58
Biden,2021-01-11,D,84.16568,10.13051,2021-01-11 09:32
Trump,2021-01-11,D,9.414364,87.93452,2021-01-11 09:32
Biden,2021-01-11,I,40.85617,48.00743,2021-01-11 09:32
Trump,2021-01-11,I,35.9125,57.48405,2021-01-11 09:32
Biden,2021-01-11,R,17.01091,77.12142,2021-01-11 09:32
Trump,2021-01-11,R,76.79249,19.97153,2021-01-11 09:32
Biden,2021-01-11,all,49.18555,43.64683,2021-01-11 09:32
Trump,2021-01-11,all,38.94086,57.00114,2021-01-11 09:32
Biden,2021-31-10,all,48.82393,43.55945,2021-31-10 12:35
Trump,2021-31-10,R,76.79249,19.97153,2021-31-10 12:35
Biden,2021-31-10,R,17.04221,76.99843,2021-31-10 12:35
Trump,2021-31-10,D,9.414364,87.93452,2021-31-10 12:35
Trump,2021-31-10,all,38.94086,57.00114,2021-31-10 12:35
Biden,2021-31-10,I,40.55933,48.12244,2021-31-10 12:35
Biden,2021-31-10,D,84.07343,10.13735,2021-31-10 12:35
Trump,2021-31-10,I,35.9125,57.48405,2021-31-10 12:35
Biden,2021-30-10,D,84.07343,10.13735,2021-31-10 12:35
Trump,2021-30-10,D,9.414364,87.93452,2021-31-10 12:35
Biden,2021-30-10,all,48.82393,43.55945,2021-31-10 12:35
Trump,2021-30-10,I,35.9125,57.48405,2021-31-10 12:35
Trump,2021-30-10,all,38.94086,57.00114,2021-31-10 12:35
Trump,2021-30-10,R,76.79249,19.97153,2021-31-10 12:35
Biden,2021-30-10,R,17.04221,76.99843,2021-31-10 12:35
Biden,2021-30-10,I,40.55933,48.12244,2021-31-10 12:35
Biden,2021-29-10,D,84.07343,10.13735,2021-29-10 13:51
Trump,2021-29-10,D,9.414364,87.93452,2021-29-10 13:51
Biden,2021-29-10,I,40.55933,48.12244,2021-29-10 13:51
Trump,2021-29-10,I,35.9125,57.48405,2021-29-10 13:51
Biden,2021-29-10,R,17.04221,76.99843,2021-29-10 13:51
Trump,2021-29-10,R,76.79249,19.97153,2021-29-10 13:51
Biden,2021-29-10,all,48.71546,43.2579,2021-29-10 13:51
Trump,2021-29-10,all,38.94086,57.00114,2021-29-10 13:51
Biden,2021-28-10,D,86.02216,10.32714,2021-28-10 13:53
Trump,2021-28-10,D,9.414364,87.93452,2021-28-10 13:53
Biden,2021-28-10,I,42.73058,47.94235,2021-28-10 13:53
Trump,2021-28-10,I,35.9125,57.48405,2021-28-10 13:53
Biden,2021-28-10,R,18.42237,77.31837,2021-28-10 13:53
Trump,2021-28-10,R,76.79249,19.97153,2021-28-10 13:53
Biden,2021-28-10,all,50.04928,43.8392,2021-28-10 13:53
Trump,2021-28-10,all,38.94086,57.00114,2021-28-10 13:53
Trump,2021-27-10,R,76.792488,19.971529,2021-27-10 09:30
Biden,2021-27-10,R,19.14868,76.54358,2021-27-10 09:30
Biden,2021-27-10,D,85.559381,10.727987,2021-27-10 09:30
Trump,2021-27-10,D,9.4143635,87.934516,2021-27-10 09:30
Trump,2021-27-10,I,35.912502,57.484054,2021-27-10 09:30
Trump,2021-27-10,all,38.940859,57.001143,2021-27-10 09:30
Biden,2021-27-10,I,42.7719,47.74873,2021-27-10 09:30
Biden,2021-27-10,all,49.985732,43.267551,2021-27-10 09:30
Trump,2021-26-10,I,35.912502,57.484054,2021-27-10 09:30
Biden,2021-26-10,I,42.7719,47.74873,2021-27-10 09:30
Trump,2021-26-10,R,76.792488,19.971529,2021-27-10 09:30
Biden,2021-26-10,all,49.985732,43.267551,2021-27-10 09:30
Trump,2021-26-10,D,9.4143635,87.934516,2021-27-10 09:30
Biden,2021-26-10,R,19.14868,76.54358,2021-27-10 09:30
Trump,2021-26-10,all,38.940859,57.001143,2021-27-10 09:30
Biden,2021-26-10,D,85.559381,10.727987,2021-27-10 09:30
Trump,2021-25-10,I,35.912502,57.484054,2021-25-10 15:40
Biden,2021-25-10,R,18.969747,76.497621,2021-25-10 15:40
Biden,2021-25-10,I,42.404558,47.764607,2021-25-10 15:40
Biden,2021-25-10,D,85.347387,11.066971,2021-25-10 15:40
Biden,2021-25-10,all,49.91989,43.270165,2021-25-10 15:41
Trump,2021-25-10,R,76.792488,19.971529,2021-25-10 15:40
Trump,2021-25-10,all,38.940859,57.001143,2021-25-10 15:41
Trump,2021-25-10,D,9.4143635,87.934516,2021-25-10 15:40
Biden,2021-24-10,I,42.404558,47.764607,2021-25-10 15:40
Biden,2021-24-10,R,18.969747,76.497621,2021-25-10 15:40
Biden,2021-24-10,D,85.347387,11.066971,2021-25-10 15:40
Trump,2021-24-10,I,35.912502,57.484054,2021-25-10 15:40
Trump,2021-24-10,all,38.940859,57.001143,2021-25-10 15:41
Biden,2021-24-10,all,49.91989,43.270165,2021-25-10 15:41
Trump,2021-24-10,D,9.4143635,87.934516,2021-25-10 15:40
Trump,2021-24-10,R,76.792488,19.971529,2021-25-10 15:40
Biden,2021-23-10,I,42.404558,47.764607,2021-25-10 15:40
Trump,2021-23-10,I,35.912502,57.484054,2021-25-10 15:40
Biden,2021-23-10,R,18.969747,76.497621,2021-25-10 15:40
Trump,2021-23-10,all,38.940859,57.001143,2021-25-10 15:41
Biden,2021-23-10,all,49.91989,43.270165,2021-25-10 15:41
Trump,2021-23-10,D,9.4143635,87.934516,2021-25-10 15:40
Trump,2021-23-10,R,76.792488,19.971529,2021-25-10 15:40
Biden,2021-23-10,D,85.347387,11.066971,2021-25-10 15:40
Trump,2021-22-10,D,9.4143635,87.934516,2021-25-10 15:40
Trump,2021-22-10,I,35.912502,57.484054,2021-25-10 15:40
Biden,2021-22-10,all,49.91989,43.270165,2021-25-10 15:41
Biden,2021-22-10,R,18.969747,76.497621,2021-25-10 15:40
Biden,2021-22-10,I,42.404558,47.764607,2021-25-10 15:40
Trump,2021-22-10,R,76.792488,19.971529,2021-25-10 15:41
Biden,2021-22-10,D,85.347387,11.066971,2021-25-10 15:40
Trump,2021-22-10,all,38.940859,57.001143,2021-25-10 15:41
Biden,2021-21-10,D,85.339988,11.071153,2021-21-10 12:35
Trump,2021-21-10,D,9.4143635,87.934516,2021-21-10 12:35
Biden,2021-21-10,I,42.382386,47.791013,2021-21-10 12:35
Trump,2021-21-10,I,35.912502,57.484054,2021-21-10 12:35
Biden,2021-21-10,R,18.948106,76.524728,2021-21-10 12:35
Trump,2021-21-10,R,76.792488,19.971529,2021-21-10 12:35
Biden,2021-21-10,all,49.908047,43.282055,2021-21-10 12:35
Trump,2021-21-10,all,38.940859,57.001143,2021-21-10 12:35
Biden,2021-20-10,D,84.774721,11.339689,2021-20-10 20:40
Trump,2021-20-10,D,9.4143635,87.934516,2021-20-10 20:40
Biden,2021-20-10,I,41.584969,48.993488,2021-20-10 20:40
Trump,2021-20-10,I,35.912502,57.484054,2021-20-10 20:40
Biden,2021-20-10,R,18.864641,77.157686,2021-20-10 20:40
Trump,2021-20-10,R,76.792488,19.971529,2021-20-10 20:40
Biden,2021-20-10,all,49.121053,43.430578,2021-20-10 20:40
Trump,2021-20-10,all,38.940859,57.001143,2021-20-10 20:40
Biden,2021-19-10,R,19.108378,77.275399,2021-19-10 09:20
Trump,2021-19-10,I,35.912502,57.484054,2021-19-10 09:20
Trump,2021-19-10,D,9.4143635,87.934516,2021-19-10 09:20
Trump,2021-19-10,R,76.792488,19.971529,2021-19-10 09:20
Biden,2021-19-10,D,84.883888,10.93259,2021-19-10 09:20
Biden,2021-19-10,I,42.574426,48.072904,2021-19-10 09:20
Trump,2021-19-10,all,38.940859,57.001143,2021-19-10 09:20
Biden,2021-19-10,all,49.846392,42.386118,2021-19-10 09:20
Biden,2021-18-10,D,84.883888,10.93259,2021-19-10 09:20
Trump,2021-18-10,all,38.940859,57.001143,2021-19-10 09:20
Biden,2021-18-10,R,19.108378,77.275399,2021-19-10 09:20
Trump,2021-18-10,D,9.4143635,87.934516,2021-19-10 09:20
Biden,2021-18-10,all,49.846392,42.386118,2021-19-10 09:20
Trump,2021-18-10,I,35.912502,57.484054,2021-19-10 09:20
Biden,2021-18-10,I,42.574426,48.072904,2021-19-10 09:20
Trump,2021-18-10,R,76.792488,19.971529,2021-19-10 09:20
Trump,2021-17-10,all,38.940859,57.001143,2021-17-10 19:15
Biden,2021-17-10,R,19.21612,77.045322,2021-17-10 19:15
Biden,2021-17-10,I,42.912058,47.658281,2021-17-10 19:15
Trump,2021-17-10,R,76.792488,19.971529,2021-17-10 19:15
Trump,2021-17-10,D,9.4143635,87.934516,2021-17-10 19:15
Trump,2021-17-10,I,35.912502,57.484054,2021-17-10 19:15
Biden,2021-17-10,all,49.846392,42.386118,2021-17-10 19:15
Biden,2021-17-10,D,84.697875,11.047679,2021-17-10 19:15
Trump,2021-16-10,I,35.912502,57.484054,2021-17-10 19:15
Biden,2021-16-10,R,19.21612,77.045322,2021-17-10 19:15
Trump,2021-16-10,all,38.940859,57.001143,2021-17-10 19:16
Trump,2021-16-10,D,9.4143635,87.934516,2021-17-10 19:15
Trump,2021-16-10,R,76.792488,19.971529,2021-17-10 19:15
Biden,2021-16-10,I,42.912058,47.658281,2021-17-10 19:15
Biden,2021-16-10,all,49.846392,42.386118,2021-17-10 19:15
Biden,2021-16-10,D,84.697875,11.047679,2021-17-10 19:15
Biden,2021-15-10,I,42.912058,47.658281,2021-17-10 19:15
Biden,2021-15-10,D,84.697875,11.047679,2021-17-10 19:15
Trump,2021-15-10,all,38.940859,57.001143,2021-17-10 19:16
Biden,2021-15-10,all,49.846392,42.386118,2021-17-10 19:15
Trump,2021-15-10,R,76.792488,19.971529,2021-17-10 19:15
Biden,2021-15-10,R,19.21612,77.045322,2021-17-10 19:15
Trump,2021-15-10,D,9.4143635,87.934516,2021-17-10 19:15
Trump,2021-15-10,I,35.912502,57.484054,2021-17-10 19:15
Biden,2021-14-10,D,84.437089,11.207356,2021-14-10 09:25
Trump,2021-14-10,D,9.4143635,87.934516,2021-14-10 09:25
Biden,2021-14-10,I,44.6064,47.975729,2021-14-10 09:25
Trump,2021-14-10,I,35.912502,57.484054,2021-14-10 09:25
Biden,2021-14-10,R,18.459488,77.411039,2021-14-10 09:25
Trump,2021-14-10,R,76.792488,19.971529,2021-14-10 09:25
Biden,2021-14-10,all,49.74316,42.263314,2021-14-10 09:25
Trump,2021-14-10,all,38.940859,57.001143,2021-14-10 09:25
Biden,2021-13-10,all,49.634895,42.147758,2021-13-10 09:41
Biden,2021-13-10,D,84.437089,11.207356,2021-13-10 09:40
Trump,2021-13-10,R,76.792488,19.971529,2021-13-10 09:41
Trump,2021-13-10,I,35.912502,57.484054,2021-13-10 09:40
Biden,2021-13-10,I,44.6064,47.975729,2021-13-10 09:40
Biden,2021-13-10,R,18.459488,77.411039,2021-13-10 09:40
Trump,2021-13-10,D,9.4143635,87.934516,2021-13-10 09:40
Trump,2021-13-10,all,38.940859,57.001143,2021-13-10 09:41
Biden,2021-12-10,R,18.459488,77.411039,2021-13-10 09:40
Trump,2021-12-10,R,76.792488,19.971529,2021-13-10 09:41
Biden,2021-12-10,I,44.6064,47.975729,2021-13-10 09:40
Trump,2021-12-10,D,9.4143635,87.934516,2021-13-10 09:40
Trump,2021-12-10,I,35.912502,57.484054,2021-13-10 09:40
Trump,2021-12-10,all,38.940859,57.001143,2021-13-10 09:41
Biden,2021-12-10,all,49.634895,42.147758,2021-13-10 09:41
Biden,2021-12-10,D,84.437089,11.207356,2021-13-10 09:40
Biden,2021-11-10,D,84.485611,11.357549,2021-13-10 09:40
Biden,2021-11-10,all,49.624573,41.958912,2021-13-10 09:41
Trump,2021-11-10,R,76.792488,19.971529,2021-13-10 09:41
Trump,2021-11-10,D,9.4143635,87.934516,2021-13-10 09:40
Biden,2021-11-10,R,18.436171,77.153883,2021-13-10 09:40
Biden,2021-11-10,I,45.041428,47.546526,2021-13-10 09:40
Trump,2021-11-10,I,35.912502,57.484054,2021-13-10 09:40
Trump,2021-11-10,all,38.940859,57.001143,2021-13-10 09:41
Biden,2021-10-10,all,49.624573,41.958912,2021-13-10 09:41
Biden,2021-10-10,I,45.041428,47.546526,2021-13-10 09:40
Trump,2021-10-10,I,35.912502,57.484054,2021-13-10 09:40
Biden,2021-10-10,R,18.436171,77.153883,2021-13-10 09:40
Trump,2021-10-10,R,76.792488,19.971529,2021-13-10 09:41
Trump,2021-10-10,all,38.940859,57.001143,2021-13-10 09:41
Biden,2021-10-10,D,84.485611,11.357549,2021-13-10 09:40
Trump,2021-10-10,D,9.4143635,87.934516,2021-13-10 09:40
Biden,2021-09-10,D,84.485611,11.357549,2021-13-10 09:40
Trump,2021-09-10,D,9.4143635,87.934516,2021-13-10 09:40
Biden,2021-09-10,all,49.624573,41.958912,2021-13-10 09:41
Biden,2021-09-10,R,18.436171,77.153883,2021-13-10 09:40
Trump,2021-09-10,all,38.940859,57.001143,2021-13-10 09:41
Trump,2021-09-10,I,35.912502,57.484054,2021-13-10 09:40
Trump,2021-09-10,R,76.792488,19.971529,2021-13-10 09:41
Biden,2021-09-10,I,45.041428,47.546526,2021-13-10 09:40
Biden,2021-08-10,D,84.485611,11.357549,2021-08-10 14:00
Trump,2021-08-10,D,9.4143635,87.934516,2021-08-10 14:00
Biden,2021-08-10,I,45.041428,47.546526,2021-08-10 14:00
Trump,2021-08-10,I,35.912502,57.484054,2021-08-10 14:00
Biden,2021-08-10,R,18.436171,77.153883,2021-08-10 14:00
Trump,2021-08-10,R,76.792488,19.971529,2021-08-10 14:00
Biden,2021-08-10,all,49.624573,41.958912,2021-08-10 14:00
Trump,2021-08-10,all,38.940859,57.001143,2021-08-10 14:00
Biden,2021-07-10,D,84.650809,10.918679,2021-07-10 12:15
Trump,2021-07-10,D,9.4143635,87.934516,2021-07-10 12:15
Biden,2021-07-10,I,44.74444,47.546484,2021-07-10 12:15
Trump,2021-07-10,I,35.912502,57.484054,2021-07-10 12:15
Biden,2021-07-10,R,17.954916,77.664229,2021-07-10 12:15
Trump,2021-07-10,R,76.792488,19.971529,2021-07-10 12:15
Biden,2021-07-10,all,49.496474,42.123008,2021-07-10 12:15
Trump,2021-07-10,all,38.940859,57.001143,2021-07-10 12:15
Biden,2021-06-10,D,85.326912,11.374211,2021-06-10 13:55
Trump,2021-06-10,D,9.4143635,87.934516,2021-06-10 13:55
Biden,2021-06-10,I,45.37477,48.680878,2021-06-10 13:55
Trump,2021-06-10,I,35.912502,57.484054,2021-06-10 13:55
Biden,2021-06-10,R,18.253546,78.613551,2021-06-10 13:55
Trump,2021-06-10,R,76.792488,19.971529,2021-06-10 13:55
Biden,2021-06-10,all,49.759384,42.445241,2021-06-10 13:55
Trump,2021-06-10,all,38.940859,57.001143,2021-06-10 13:55
Biden,2021-05-10,D,85.278165,11.292816,2021-05-10 09:10
Trump,2021-05-10,D,9.4143635,87.934516,2021-05-10 09:10
Biden,2021-05-10,I,46.878768,46.057034,2021-05-10 09:10
Trump,2021-05-10,I,35.912502,57.484054,2021-05-10 09:10
Biden,2021-05-10,R,19.114735,76.541981,2021-05-10 09:10
Trump,2021-05-10,R,76.792488,19.971529,2021-05-10 09:10
Biden,2021-05-10,all,50.510847,40.731126,2021-05-10 09:10
Trump,2021-05-10,all,38.940859,57.001143,2021-05-10 09:10
Biden,2021-04-10,D,85.453024,11.002044,2021-04-10 13:20
Trump,2021-04-10,D,9.4143635,87.934516,2021-04-10 13:20
Biden,2021-04-10,I,47.257701,45.431987,2021-04-10 13:20
Trump,2021-04-10,I,35.912502,57.484054,2021-04-10 13:20
Biden,2021-04-10,R,19.3641,76.025039,2021-04-10 13:20
Trump,2021-04-10,R,76.792488,19.971529,2021-04-10 13:20
Biden,2021-04-10,all,50.571241,40.486518,2021-04-10 13:20
Trump,2021-04-10,all,38.940859,57.001143,2021-04-10 13:20
Biden,2021-03-10,D,85.453024,11.002044,2021-04-10 10:30
Biden,2021-03-10,I,47.257701,45.431987,2021-04-10 10:30
Trump,2021-03-10,R,76.792488,19.971529,2021-04-10 10:30
Biden,2021-03-10,R,19.3641,76.025039,2021-04-10 10:30
Trump,2021-03-10,D,9.4143635,87.934516,2021-04-10 10:30
Trump,2021-03-10,I,35.912502,57.484054,2021-04-10 10:30
Trump,2021-03-10,all,38.940859,57.001143,2021-04-10 10:31
Biden,2021-03-10,all,50.929471,40.966364,2021-04-10 10:31
Trump,2021-02-10,I,35.912502,57.484054,2021-04-10 10:30
Trump,2021-02-10,all,38.940859,57.001143,2021-04-10 10:31
Biden,2021-02-10,all,50.929471,40.966364,2021-04-10 10:31
Biden,2021-02-10,R,19.3641,76.025039,2021-04-10 10:30
Trump,2021-02-10,R,76.792488,19.971529,2021-04-10 10:30
Biden,2021-02-10,I,47.257701,45.431987,2021-04-10 10:30
Trump,2021-02-10,D,9.4143635,87.934516,2021-04-10 10:30
Biden,2021-02-10,D,85.453024,11.002044,2021-04-10 10:30
Biden,2021-01-10,I,47.257701,45.431987,2021-04-10 10:30
Trump,2021-01-10,R,76.792488,19.971529,2021-04-10 10:31
Trump,2021-01-10,D,9.4143635,87.934516,2021-04-10 10:30
Biden,2021-01-10,R,19.3641,76.025039,2021-04-10 10:30
Trump,2021-01-10,all,38.940859,57.001143,2021-04-10 10:31
Biden,2021-01-10,all,52.043504,42.403404,2021-04-10 10:31
Trump,2021-01-10,I,35.912502,57.484054,2021-04-10 10:30
Biden,2021-01-10,D,85.453024,11.002044,2021-04-10 10:30
Biden,2021-30-09,D,85.453024,11.002044,2021-30-09 09:00
Trump,2021-30-09,D,9.4143635,87.934516,2021-30-09 09:00
Biden,2021-30-09,I,47.257701,45.431987,2021-30-09 09:00
Trump,2021-30-09,I,35.912502,57.484054,2021-30-09 09:00
Biden,2021-30-09,R,19.3641,76.025039,2021-30-09 09:00
Trump,2021-30-09,R,76.792488,19.971529,2021-30-09 09:00
Biden,2021-30-09,all,52.043504,42.403404,2021-30-09 09:00
Trump,2021-30-09,all,38.940859,57.001143,2021-30-09 09:00
Biden,2021-29-09,D,85.591044,10.619532,2021-29-09 09:40
Trump,2021-29-09,D,9.4143635,87.934516,2021-29-09 09:40
Biden,2021-29-09,I,47.148028,45.239594,2021-29-09 09:40
Trump,2021-29-09,I,35.912502,57.484054,2021-29-09 09:40
Biden,2021-29-09,R,19.519044,75.581631,2021-29-09 09:40
Trump,2021-29-09,R,76.792488,19.971529,2021-29-09 09:40
Biden,2021-29-09,all,51.894649,42.212653,2021-29-09 09:40
Trump,2021-29-09,all,38.940859,57.001143,2021-29-09 09:40
Trump,2021-28-09,I,35.912502,57.484054,2021-29-09 08:35
Trump,2021-28-09,R,76.792488,19.971529,2021-29-09 08:36
Trump,2021-28-09,D,9.4143635,87.934516,2021-29-09 08:35
Biden,2021-28-09,all,52.176083,42.014622,2021-29-09 08:36
Biden,2021-28-09,R,19.721733,75.376654,2021-29-09 08:35
Biden,2021-28-09,I,47.898122,44.545248,2021-29-09 08:35
Trump,2021-28-09,all,38.940859,57.001143,2021-29-09 08:36
Biden,2021-28-09,D,85.791699,10.340254,2021-29-09 08:35
Biden,2021-27-09,D,85.791699,10.340254,2021-29-09 08:35
Biden,2021-27-09,I,47.898122,44.545248,2021-29-09 08:35
Biden,2021-27-09,all,51.901187,42.040105,2021-29-09 08:36
Trump,2021-27-09,R,76.792488,19.971529,2021-29-09 08:36
Trump,2021-27-09,D,9.4143635,87.934516,2021-29-09 08:35
Trump,2021-27-09,all,38.940859,57.001143,2021-29-09 08:36
